code_zone,lib_zone,date_debut_vigilance,date_ech,date_dif,lib_pol,code_pol,etat,couleur,com_court,com_long
2004,Contreforts Massif Central,2019-06-29,2019-06-30,2019-06-29,O3,7,ALERTE SUR PERSISTANCE,#FFCE19,"Samedi 29 juin, les conditions caniculaires restent propices à de fortes teneurs en ozone et probablement jusqu'au début de semaine sur une large partie est de la région, ainsi que l'Allier, avec un fort risque de dépassement du seuil d'information et de recommandations.
Par conséquent, une vigilance rouge est maintenue sur le bassin grenoblois, le bassin lyonnais nord Isère, l'Ouest de l'Ain, le bassin lémanique, la zone urbaine des Pays de Savoie, la zone des Côteaux et les zones alpines Isère et Haute Savoie.
Une vigilance rouge est activée sur la vallée du Rhône et l'Ouest Ardèche.
Une vigilance orange est maintenue aujourd'hui sur le bassin Stéphanois, l'Est Drôme, l'Allier, les Contreforts du Massif Central et la zone Alpine Savoie sur prévision de dépassement de seuil pour aujourd'hui.
Une vigilance jaune est maintenue sur le Puy-de-Dôme sur prévision de dépassement des seuils pour aujourd'hui.
Une vigilance jaune est activée sur les Vallées Maurienne-Tarentaise pour un dépassement pour aujourd'hui.
La vigilance jaune est levée sur le Cantal et la Haute Loire et la zone Alpine de l'Ain.
Une très lente amélioration pourrait arriver progressivement par l'ouest à partir de lundi. Les niveaux d'ozone resteront forts d'ici là.","Samedi 29 juin, les conditions caniculaires restent propices à de fortes teneurs en ozone et probablement jusqu'au début de semaine sur une large partie est de la région, ainsi que l'Allier, avec un fort risque de dépassement du seuil d'information et de recommandations.
Par conséquent, une vigilance rouge est maintenue sur le bassin grenoblois, le bassin lyonnais nord Isère, l'Ouest de l'Ain, le bassin lémanique, la zone urbaine des Pays de Savoie, la zone des Côteaux et les zones alpines Isère et Haute Savoie.
Une vigilance rouge est activée sur la vallée du Rhône et l'Ouest Ardèche.
Une vigilance orange est maintenue aujourd'hui sur le bassin Stéphanois, l'Est Drôme, l'Allier, les Contreforts du Massif Central et la zone Alpine Savoie sur prévision de dépassement de seuil pour aujourd'hui.
Une vigilance jaune est maintenue sur le Puy-de-Dôme sur prévision de dépassement des seuils pour aujourd'hui.
Une vigilance jaune est activée sur les Vallées Maurienne-Tarentaise pour un dépassement pour aujourd'hui.
La vigilance jaune est levée sur le Cantal et la Haute Loire et la zone Alpine de l'Ain.
Une très lente amélioration pourrait arriver progressivement par l'ouest à partir de lundi. Les niveaux d'ozone resteront forts d'ici là."
2002,Bassin Stéphanois,2019-06-29,2019-06-30,2019-06-29,O3,7,ALERTE SUR PERSISTANCE,#FFCE19,"Samedi 29 juin, les conditions caniculaires restent propices à de fortes teneurs en ozone et probablement jusqu'au début de semaine sur une large partie est de la région, ainsi que l'Allier, avec un fort risque de dépassement du seuil d'information et de recommandations.
Par conséquent, une vigilance rouge est maintenue sur le bassin grenoblois, le bassin lyonnais nord Isère, l'Ouest de l'Ain, le bassin lémanique, la zone urbaine des Pays de Savoie, la zone des Côteaux et les zones alpines Isère et Haute Savoie.
Une vigilance rouge est activée sur la vallée du Rhône et l'Ouest Ardèche.
Une vigilance orange est maintenue aujourd'hui sur le bassin Stéphanois, l'Est Drôme, l'Allier, les Contreforts du Massif Central et la zone Alpine Savoie sur prévision de dépassement de seuil pour aujourd'hui.
Une vigilance jaune est maintenue sur le Puy-de-Dôme sur prévision de dépassement des seuils pour aujourd'hui.
Une vigilance jaune est activée sur les Vallées Maurienne-Tarentaise pour un dépassement pour aujourd'hui.
La vigilance jaune est levée sur le Cantal et la Haute Loire et la zone Alpine de l'Ain.
Une très lente amélioration pourrait arriver progressivement par l'ouest à partir de lundi. Les niveaux d'ozone resteront forts d'ici là.","Samedi 29 juin, les conditions caniculaires restent propices à de fortes teneurs en ozone et probablement jusqu'au début de semaine sur une large partie est de la région, ainsi que l'Allier, avec un fort risque de dépassement du seuil d'information et de recommandations.
Par conséquent, une vigilance rouge est maintenue sur le bassin grenoblois, le bassin lyonnais nord Isère, l'Ouest de l'Ain, le bassin lémanique, la zone urbaine des Pays de Savoie, la zone des Côteaux et les zones alpines Isère et Haute Savoie.
Une vigilance rouge est activée sur la vallée du Rhône et l'Ouest Ardèche.
Une vigilance orange est maintenue aujourd'hui sur le bassin Stéphanois, l'Est Drôme, l'Allier, les Contreforts du Massif Central et la zone Alpine Savoie sur prévision de dépassement de seuil pour aujourd'hui.
Une vigilance jaune est maintenue sur le Puy-de-Dôme sur prévision de dépassement des seuils pour aujourd'hui.
Une vigilance jaune est activée sur les Vallées Maurienne-Tarentaise pour un dépassement pour aujourd'hui.
La vigilance jaune est levée sur le Cantal et la Haute Loire et la zone Alpine de l'Ain.
Une très lente amélioration pourrait arriver progressivement par l'ouest à partir de lundi. Les niveaux d'ozone resteront forts d'ici là."
2003,Bassin Lyon Nord-Isère,2019-06-29,2019-06-30,2019-06-29,O3,7,ALERTE,#FF1919,"Samedi 29 juin, les conditions caniculaires restent propices à de fortes teneurs en ozone et probablement jusqu'au début de semaine sur une large partie est de la région, ainsi que l'Allier, avec un fort risque de dépassement du seuil d'information et de recommandations.
Par conséquent, une vigilance rouge est maintenue sur le bassin grenoblois, le bassin lyonnais nord Isère, l'Ouest de l'Ain, le bassin lémanique, la zone urbaine des Pays de Savoie, la zone des Côteaux et les zones alpines Isère et Haute Savoie.
Une vigilance rouge est activée sur la vallée du Rhône et l'Ouest Ardèche.
Une vigilance orange est maintenue aujourd'hui sur le bassin Stéphanois, l'Est Drôme, l'Allier, les Contreforts du Massif Central et la zone Alpine Savoie sur prévision de dépassement de seuil pour aujourd'hui.
Une vigilance jaune est maintenue sur le Puy-de-Dôme sur prévision de dépassement des seuils pour aujourd'hui.
Une vigilance jaune est activée sur les Vallées Maurienne-Tarentaise pour un dépassement pour aujourd'hui.
La vigilance jaune est levée sur le Cantal et la Haute Loire et la zone Alpine de l'Ain.
Une très lente amélioration pourrait arriver progressivement par l'ouest à partir de lundi. Les niveaux d'ozone resteront forts d'ici là.","Samedi 29 juin, les conditions caniculaires restent propices à de fortes teneurs en ozone et probablement jusqu'au début de semaine sur une large partie est de la région, ainsi que l'Allier, avec un fort risque de dépassement du seuil d'information et de recommandations.
Par conséquent, une vigilance rouge est maintenue sur le bassin grenoblois, le bassin lyonnais nord Isère, l'Ouest de l'Ain, le bassin lémanique, la zone urbaine des Pays de Savoie, la zone des Côteaux et les zones alpines Isère et Haute Savoie.
Une vigilance rouge est activée sur la vallée du Rhône et l'Ouest Ardèche.
Une vigilance orange est maintenue aujourd'hui sur le bassin Stéphanois, l'Est Drôme, l'Allier, les Contreforts du Massif Central et la zone Alpine Savoie sur prévision de dépassement de seuil pour aujourd'hui.
Une vigilance jaune est maintenue sur le Puy-de-Dôme sur prévision de dépassement des seuils pour aujourd'hui.
Une vigilance jaune est activée sur les Vallées Maurienne-Tarentaise pour un dépassement pour aujourd'hui.
La vigilance jaune est levée sur le Cantal et la Haute Loire et la zone Alpine de l'Ain.
Une très lente amélioration pourrait arriver progressivement par l'ouest à partir de lundi. Les niveaux d'ozone resteront forts d'ici là."
2001,Bassin Lémanique,2019-06-29,2019-06-30,2019-06-29,O3,7,ALERTE,#FF1919,"Samedi 29 juin, les conditions caniculaires restent propices à de fortes teneurs en ozone et probablement jusqu'au début de semaine sur une large partie est de la région, ainsi que l'Allier, avec un fort risque de dépassement du seuil d'information et de recommandations.
Par conséquent, une vigilance rouge est maintenue sur le bassin grenoblois, le bassin lyonnais nord Isère, l'Ouest de l'Ain, le bassin lémanique, la zone urbaine des Pays de Savoie, la zone des Côteaux et les zones alpines Isère et Haute Savoie.
Une vigilance rouge est activée sur la vallée du Rhône et l'Ouest Ardèche.
Une vigilance orange est maintenue aujourd'hui sur le bassin Stéphanois, l'Est Drôme, l'Allier, les Contreforts du Massif Central et la zone Alpine Savoie sur prévision de dépassement de seuil pour aujourd'hui.
Une vigilance jaune est maintenue sur le Puy-de-Dôme sur prévision de dépassement des seuils pour aujourd'hui.
Une vigilance jaune est activée sur les Vallées Maurienne-Tarentaise pour un dépassement pour aujourd'hui.
La vigilance jaune est levée sur le Cantal et la Haute Loire et la zone Alpine de l'Ain.
Une très lente amélioration pourrait arriver progressivement par l'ouest à partir de lundi. Les niveaux d'ozone resteront forts d'ici là.","Samedi 29 juin, les conditions caniculaires restent propices à de fortes teneurs en ozone et probablement jusqu'au début de semaine sur une large partie est de la région, ainsi que l'Allier, avec un fort risque de dépassement du seuil d'information et de recommandations.
Par conséquent, une vigilance rouge est maintenue sur le bassin grenoblois, le bassin lyonnais nord Isère, l'Ouest de l'Ain, le bassin lémanique, la zone urbaine des Pays de Savoie, la zone des Côteaux et les zones alpines Isère et Haute Savoie.
Une vigilance rouge est activée sur la vallée du Rhône et l'Ouest Ardèche.
Une vigilance orange est maintenue aujourd'hui sur le bassin Stéphanois, l'Est Drôme, l'Allier, les Contreforts du Massif Central et la zone Alpine Savoie sur prévision de dépassement de seuil pour aujourd'hui.
Une vigilance jaune est maintenue sur le Puy-de-Dôme sur prévision de dépassement des seuils pour aujourd'hui.
Une vigilance jaune est activée sur les Vallées Maurienne-Tarentaise pour un dépassement pour aujourd'hui.
La vigilance jaune est levée sur le Cantal et la Haute Loire et la zone Alpine de l'Ain.
Une très lente amélioration pourrait arriver progressivement par l'ouest à partir de lundi. Les niveaux d'ozone resteront forts d'ici là."
2000,Bassin Grenoblois,2019-06-29,2019-06-30,2019-06-29,O3,7,ALERTE,#FF1919,"Samedi 29 juin, les conditions caniculaires restent propices à de fortes teneurs en ozone et probablement jusqu'au début de semaine sur une large partie est de la région, ainsi que l'Allier, avec un fort risque de dépassement du seuil d'information et de recommandations.
Par conséquent, une vigilance rouge est maintenue sur le bassin grenoblois, le bassin lyonnais nord Isère, l'Ouest de l'Ain, le bassin lémanique, la zone urbaine des Pays de Savoie, la zone des Côteaux et les zones alpines Isère et Haute Savoie.
Une vigilance rouge est activée sur la vallée du Rhône et l'Ouest Ardèche.
Une vigilance orange est maintenue aujourd'hui sur le bassin Stéphanois, l'Est Drôme, l'Allier, les Contreforts du Massif Central et la zone Alpine Savoie sur prévision de dépassement de seuil pour aujourd'hui.
Une vigilance jaune est maintenue sur le Puy-de-Dôme sur prévision de dépassement des seuils pour aujourd'hui.
Une vigilance jaune est activée sur les Vallées Maurienne-Tarentaise pour un dépassement pour aujourd'hui.
La vigilance jaune est levée sur le Cantal et la Haute Loire et la zone Alpine de l'Ain.
Une très lente amélioration pourrait arriver progressivement par l'ouest à partir de lundi. Les niveaux d'ozone resteront forts d'ici là.","Samedi 29 juin, les conditions caniculaires restent propices à de fortes teneurs en ozone et probablement jusqu'au début de semaine sur une large partie est de la région, ainsi que l'Allier, avec un fort risque de dépassement du seuil d'information et de recommandations.
Par conséquent, une vigilance rouge est maintenue sur le bassin grenoblois, le bassin lyonnais nord Isère, l'Ouest de l'Ain, le bassin lémanique, la zone urbaine des Pays de Savoie, la zone des Côteaux et les zones alpines Isère et Haute Savoie.
Une vigilance rouge est activée sur la vallée du Rhône et l'Ouest Ardèche.
Une vigilance orange est maintenue aujourd'hui sur le bassin Stéphanois, l'Est Drôme, l'Allier, les Contreforts du Massif Central et la zone Alpine Savoie sur prévision de dépassement de seuil pour aujourd'hui.
Une vigilance jaune est maintenue sur le Puy-de-Dôme sur prévision de dépassement des seuils pour aujourd'hui.
Une vigilance jaune est activée sur les Vallées Maurienne-Tarentaise pour un dépassement pour aujourd'hui.
La vigilance jaune est levée sur le Cantal et la Haute Loire et la zone Alpine de l'Ain.
Une très lente amélioration pourrait arriver progressivement par l'ouest à partir de lundi. Les niveaux d'ozone resteront forts d'ici là."
2016,Zone Alpine Ain,2019-06-29,2019-06-30,2019-06-29,aucun,aucun,PAS DE DEPASSEMENT,#19FF19,aucun,aucun
2052,Haute-Loire,2019-06-29,2019-06-30,2019-06-29,aucun,aucun,PAS DE DEPASSEMENT,#19FF19,aucun,aucun
2008,Vallée de l'Arve,2019-06-29,2019-06-30,2019-06-29,aucun,aucun,PAS DE DEPASSEMENT,#19FF19,aucun,aucun
2051,Cantal,2019-06-29,2019-06-30,2019-06-29,aucun,aucun,PAS DE DEPASSEMENT,#19FF19,aucun,aucun
2000,Bassin Grenoblois,2019-06-28,2019-06-29,2019-06-28,O3,7,ALERTE,#FF1919,"Vendredi 28 juin, les conditions caniculaires restent propices à de fortes teneurs en ozone et probablement jusqu'au début de semaine, avec un fort risque de dépassement du seuil d'information et de recommandations.
Par conséquent, une vigilance rouge est activée sur le bassin grenoblois, la bassin lyonnais nord Isère, l'Ouest de l'Ain, le bassin lémanique, la zone urbaine des Pays de Savoie, la zone des Côteaux et les zones alpines Isère et Haute Savoie.
Une vigilance orange est maintenue aujourd'hui sur la Vallée du Rhône, l'Est Drôme, le bassin stéphanois et la zone alpine Savoie sur prévision de dépassement de seuil sur cette journée et celle de demain.
Une vigilance orange est activée sur l'Allier, l'Ouest de l'Ardèche et les contreforts du massif central sur prévision de dépassement de seuil pour aujourd'hui et demain.
Une vigilance jaune est activée sur le Cantal, la Haute-Loire, le Puy-de-Dome et la zone alpine de l'Ain sur prévision de dépassement de seuil pour aujourd'hui ou demain.
La vigilance jaune est levée sur les Vallées de la Maurienne-Tarentaise et de l'Arve.
Aucune amélioration franche n'est prévue dans les jours à venir car les conditions météorologiques sont peu changeantes.","Vendredi 28 juin, les conditions caniculaires restent propices à de fortes teneurs en ozone et probablement jusqu'au début de semaine, avec un fort risque de dépassement du seuil d'information et de recommandations.
Par conséquent, une vigilance rouge est activée sur le bassin grenoblois, la bassin lyonnais nord Isère, l'Ouest de l'Ain, le bassin lémanique, la zone urbaine des Pays de Savoie, la zone des Côteaux et les zones alpines Isère et Haute Savoie.
Une vigilance orange est maintenue aujourd'hui sur la Vallée du Rhône, l'Est Drôme, le bassin stéphanois et la zone alpine Savoie sur prévision de dépassement de seuil sur cette journée et celle de demain.
Une vigilance orange est activée sur l'Allier, l'Ouest de l'Ardèche et les contreforts du massif central sur prévision de dépassement de seuil pour aujourd'hui et demain.
Une vigilance jaune est activée sur le Cantal, la Haute-Loire, le Puy-de-Dome et la zone alpine de l'Ain sur prévision de dépassement de seuil pour aujourd'hui ou demain.
La vigilance jaune est levée sur les Vallées de la Maurienne-Tarentaise et de l'Arve.
Aucune amélioration franche n'est prévue dans les jours à venir car les conditions météorologiques sont peu changeantes."
2053,Puy-de-Dôme,2019-06-28,2019-06-29,2019-06-28,PM10,5,INFORMATION ET RECOMMANDATION,#FEFE00,"Vendredi 28 juin, les conditions caniculaires restent propices à de fortes teneurs en ozone et probablement jusqu'au début de semaine, avec un fort risque de dépassement du seuil d'information et de recommandations.
Par conséquent, une vigilance rouge est activée sur le bassin grenoblois, la bassin lyonnais nord Isère, l'Ouest de l'Ain, le bassin lémanique, la zone urbaine des Pays de Savoie, la zone des Côteaux et les zones alpines Isère et Haute Savoie.
Une vigilance orange est maintenue aujourd'hui sur la Vallée du Rhône, l'Est Drôme, le bassin stéphanois et la zone alpine Savoie sur prévision de dépassement de seuil sur cette journée et celle de demain.
Une vigilance orange est activée sur l'Allier, l'Ouest de l'Ardèche et les contreforts du massif central sur prévision de dépassement de seuil pour aujourd'hui et demain.
Une vigilance jaune est activée sur le Cantal, la Haute-Loire, le Puy-de-Dome et la zone alpine de l'Ain sur prévision de dépassement de seuil pour aujourd'hui ou demain.
La vigilance jaune est levée sur les Vallées de la Maurienne-Tarentaise et de l'Arve.
Aucune amélioration franche n'est prévue dans les jours à venir car les conditions météorologiques sont peu changeantes.","Vendredi 28 juin, les conditions caniculaires restent propices à de fortes teneurs en ozone et probablement jusqu'au début de semaine, avec un fort risque de dépassement du seuil d'information et de recommandations.
Par conséquent, une vigilance rouge est activée sur le bassin grenoblois, la bassin lyonnais nord Isère, l'Ouest de l'Ain, le bassin lémanique, la zone urbaine des Pays de Savoie, la zone des Côteaux et les zones alpines Isère et Haute Savoie.
Une vigilance orange est maintenue aujourd'hui sur la Vallée du Rhône, l'Est Drôme, le bassin stéphanois et la zone alpine Savoie sur prévision de dépassement de seuil sur cette journée et celle de demain.
Une vigilance orange est activée sur l'Allier, l'Ouest de l'Ardèche et les contreforts du massif central sur prévision de dépassement de seuil pour aujourd'hui et demain.
Une vigilance jaune est activée sur le Cantal, la Haute-Loire, le Puy-de-Dome et la zone alpine de l'Ain sur prévision de dépassement de seuil pour aujourd'hui ou demain.
La vigilance jaune est levée sur les Vallées de la Maurienne-Tarentaise et de l'Arve.
Aucune amélioration franche n'est prévue dans les jours à venir car les conditions météorologiques sont peu changeantes."
2052,Haute-Loire,2019-06-28,2019-06-29,2019-06-28,PM10,5,INFORMATION ET RECOMMANDATION,#FEFE00,"Vendredi 28 juin, les conditions caniculaires restent propices à de fortes teneurs en ozone et probablement jusqu'au début de semaine, avec un fort risque de dépassement du seuil d'information et de recommandations.
Par conséquent, une vigilance rouge est activée sur le bassin grenoblois, la bassin lyonnais nord Isère, l'Ouest de l'Ain, le bassin lémanique, la zone urbaine des Pays de Savoie, la zone des Côteaux et les zones alpines Isère et Haute Savoie.
Une vigilance orange est maintenue aujourd'hui sur la Vallée du Rhône, l'Est Drôme, le bassin stéphanois et la zone alpine Savoie sur prévision de dépassement de seuil sur cette journée et celle de demain.
Une vigilance orange est activée sur l'Allier, l'Ouest de l'Ardèche et les contreforts du massif central sur prévision de dépassement de seuil pour aujourd'hui et demain.
Une vigilance jaune est activée sur le Cantal, la Haute-Loire, le Puy-de-Dome et la zone alpine de l'Ain sur prévision de dépassement de seuil pour aujourd'hui ou demain.
La vigilance jaune est levée sur les Vallées de la Maurienne-Tarentaise et de l'Arve.
Aucune amélioration franche n'est prévue dans les jours à venir car les conditions météorologiques sont peu changeantes.","Vendredi 28 juin, les conditions caniculaires restent propices à de fortes teneurs en ozone et probablement jusqu'au début de semaine, avec un fort risque de dépassement du seuil d'information et de recommandations.
Par conséquent, une vigilance rouge est activée sur le bassin grenoblois, la bassin lyonnais nord Isère, l'Ouest de l'Ain, le bassin lémanique, la zone urbaine des Pays de Savoie, la zone des Côteaux et les zones alpines Isère et Haute Savoie.
Une vigilance orange est maintenue aujourd'hui sur la Vallée du Rhône, l'Est Drôme, le bassin stéphanois et la zone alpine Savoie sur prévision de dépassement de seuil sur cette journée et celle de demain.
Une vigilance orange est activée sur l'Allier, l'Ouest de l'Ardèche et les contreforts du massif central sur prévision de dépassement de seuil pour aujourd'hui et demain.
Une vigilance jaune est activée sur le Cantal, la Haute-Loire, le Puy-de-Dome et la zone alpine de l'Ain sur prévision de dépassement de seuil pour aujourd'hui ou demain.
La vigilance jaune est levée sur les Vallées de la Maurienne-Tarentaise et de l'Arve.
Aucune amélioration franche n'est prévue dans les jours à venir car les conditions météorologiques sont peu changeantes."
2012,Zone urbaine des Pays de Savoie,2019-06-28,2019-06-29,2019-06-28,O3,7,ALERTE,#FF1919,"Vendredi 28 juin, les conditions caniculaires restent propices à de fortes teneurs en ozone et probablement jusqu'au début de semaine, avec un fort risque de dépassement du seuil d'information et de recommandations.
Par conséquent, une vigilance rouge est activée sur le bassin grenoblois, la bassin lyonnais nord Isère, l'Ouest de l'Ain, le bassin lémanique, la zone urbaine des Pays de Savoie, la zone des Côteaux et les zones alpines Isère et Haute Savoie.
Une vigilance orange est maintenue aujourd'hui sur la Vallée du Rhône, l'Est Drôme, le bassin stéphanois et la zone alpine Savoie sur prévision de dépassement de seuil sur cette journée et celle de demain.
Une vigilance orange est activée sur l'Allier, l'Ouest de l'Ardèche et les contreforts du massif central sur prévision de dépassement de seuil pour aujourd'hui et demain.
Une vigilance jaune est activée sur le Cantal, la Haute-Loire, le Puy-de-Dome et la zone alpine de l'Ain sur prévision de dépassement de seuil pour aujourd'hui ou demain.
La vigilance jaune est levée sur les Vallées de la Maurienne-Tarentaise et de l'Arve.
Aucune amélioration franche n'est prévue dans les jours à venir car les conditions météorologiques sont peu changeantes.","Vendredi 28 juin, les conditions caniculaires restent propices à de fortes teneurs en ozone et probablement jusqu'au début de semaine, avec un fort risque de dépassement du seuil d'information et de recommandations.
Par conséquent, une vigilance rouge est activée sur le bassin grenoblois, la bassin lyonnais nord Isère, l'Ouest de l'Ain, le bassin lémanique, la zone urbaine des Pays de Savoie, la zone des Côteaux et les zones alpines Isère et Haute Savoie.
Une vigilance orange est maintenue aujourd'hui sur la Vallée du Rhône, l'Est Drôme, le bassin stéphanois et la zone alpine Savoie sur prévision de dépassement de seuil sur cette journée et celle de demain.
Une vigilance orange est activée sur l'Allier, l'Ouest de l'Ardèche et les contreforts du massif central sur prévision de dépassement de seuil pour aujourd'hui et demain.
Une vigilance jaune est activée sur le Cantal, la Haute-Loire, le Puy-de-Dome et la zone alpine de l'Ain sur prévision de dépassement de seuil pour aujourd'hui ou demain.
La vigilance jaune est levée sur les Vallées de la Maurienne-Tarentaise et de l'Arve.
Aucune amélioration franche n'est prévue dans les jours à venir car les conditions météorologiques sont peu changeantes."
2011,Zone des Coteaux,2019-06-28,2019-06-29,2019-06-28,O3,7,ALERTE,#FF1919,"Vendredi 28 juin, les conditions caniculaires restent propices à de fortes teneurs en ozone et probablement jusqu'au début de semaine, avec un fort risque de dépassement du seuil d'information et de recommandations.
Par conséquent, une vigilance rouge est activée sur le bassin grenoblois, la bassin lyonnais nord Isère, l'Ouest de l'Ain, le bassin lémanique, la zone urbaine des Pays de Savoie, la zone des Côteaux et les zones alpines Isère et Haute Savoie.
Une vigilance orange est maintenue aujourd'hui sur la Vallée du Rhône, l'Est Drôme, le bassin stéphanois et la zone alpine Savoie sur prévision de dépassement de seuil sur cette journée et celle de demain.
Une vigilance orange est activée sur l'Allier, l'Ouest de l'Ardèche et les contreforts du massif central sur prévision de dépassement de seuil pour aujourd'hui et demain.
Une vigilance jaune est activée sur le Cantal, la Haute-Loire, le Puy-de-Dome et la zone alpine de l'Ain sur prévision de dépassement de seuil pour aujourd'hui ou demain.
La vigilance jaune est levée sur les Vallées de la Maurienne-Tarentaise et de l'Arve.
Aucune amélioration franche n'est prévue dans les jours à venir car les conditions météorologiques sont peu changeantes.","Vendredi 28 juin, les conditions caniculaires restent propices à de fortes teneurs en ozone et probablement jusqu'au début de semaine, avec un fort risque de dépassement du seuil d'information et de recommandations.
Par conséquent, une vigilance rouge est activée sur le bassin grenoblois, la bassin lyonnais nord Isère, l'Ouest de l'Ain, le bassin lémanique, la zone urbaine des Pays de Savoie, la zone des Côteaux et les zones alpines Isère et Haute Savoie.
Une vigilance orange est maintenue aujourd'hui sur la Vallée du Rhône, l'Est Drôme, le bassin stéphanois et la zone alpine Savoie sur prévision de dépassement de seuil sur cette journée et celle de demain.
Une vigilance orange est activée sur l'Allier, l'Ouest de l'Ardèche et les contreforts du massif central sur prévision de dépassement de seuil pour aujourd'hui et demain.
Une vigilance jaune est activée sur le Cantal, la Haute-Loire, le Puy-de-Dome et la zone alpine de l'Ain sur prévision de dépassement de seuil pour aujourd'hui ou demain.
La vigilance jaune est levée sur les Vallées de la Maurienne-Tarentaise et de l'Arve.
Aucune amélioration franche n'est prévue dans les jours à venir car les conditions météorologiques sont peu changeantes."
2014,Zone Alpine Savoie,2019-06-28,2019-06-29,2019-06-28,O3,7,ALERTE SUR PERSISTANCE,#FFCE19,"Vendredi 28 juin, les conditions caniculaires restent propices à de fortes teneurs en ozone et probablement jusqu'au début de semaine, avec un fort risque de dépassement du seuil d'information et de recommandations.
Par conséquent, une vigilance rouge est activée sur le bassin grenoblois, la bassin lyonnais nord Isère, l'Ouest de l'Ain, le bassin lémanique, la zone urbaine des Pays de Savoie, la zone des Côteaux et les zones alpines Isère et Haute Savoie.
Une vigilance orange est maintenue aujourd'hui sur la Vallée du Rhône, l'Est Drôme, le bassin stéphanois et la zone alpine Savoie sur prévision de dépassement de seuil sur cette journée et celle de demain.
Une vigilance orange est activée sur l'Allier, l'Ouest de l'Ardèche et les contreforts du massif central sur prévision de dépassement de seuil pour aujourd'hui et demain.
Une vigilance jaune est activée sur le Cantal, la Haute-Loire, le Puy-de-Dome et la zone alpine de l'Ain sur prévision de dépassement de seuil pour aujourd'hui ou demain.
La vigilance jaune est levée sur les Vallées de la Maurienne-Tarentaise et de l'Arve.
Aucune amélioration franche n'est prévue dans les jours à venir car les conditions météorologiques sont peu changeantes.","Vendredi 28 juin, les conditions caniculaires restent propices à de fortes teneurs en ozone et probablement jusqu'au début de semaine, avec un fort risque de dépassement du seuil d'information et de recommandations.
Par conséquent, une vigilance rouge est activée sur le bassin grenoblois, la bassin lyonnais nord Isère, l'Ouest de l'Ain, le bassin lémanique, la zone urbaine des Pays de Savoie, la zone des Côteaux et les zones alpines Isère et Haute Savoie.
Une vigilance orange est maintenue aujourd'hui sur la Vallée du Rhône, l'Est Drôme, le bassin stéphanois et la zone alpine Savoie sur prévision de dépassement de seuil sur cette journée et celle de demain.
Une vigilance orange est activée sur l'Allier, l'Ouest de l'Ardèche et les contreforts du massif central sur prévision de dépassement de seuil pour aujourd'hui et demain.
Une vigilance jaune est activée sur le Cantal, la Haute-Loire, le Puy-de-Dome et la zone alpine de l'Ain sur prévision de dépassement de seuil pour aujourd'hui ou demain.
La vigilance jaune est levée sur les Vallées de la Maurienne-Tarentaise et de l'Arve.
Aucune amélioration franche n'est prévue dans les jours à venir car les conditions météorologiques sont peu changeantes."
2013,Zone Alpine Isère,2019-06-28,2019-06-29,2019-06-28,O3,7,ALERTE,#FF1919,"Vendredi 28 juin, les conditions caniculaires restent propices à de fortes teneurs en ozone et probablement jusqu'au début de semaine, avec un fort risque de dépassement du seuil d'information et de recommandations.
Par conséquent, une vigilance rouge est activée sur le bassin grenoblois, la bassin lyonnais nord Isère, l'Ouest de l'Ain, le bassin lémanique, la zone urbaine des Pays de Savoie, la zone des Côteaux et les zones alpines Isère et Haute Savoie.
Une vigilance orange est maintenue aujourd'hui sur la Vallée du Rhône, l'Est Drôme, le bassin stéphanois et la zone alpine Savoie sur prévision de dépassement de seuil sur cette journée et celle de demain.
Une vigilance orange est activée sur l'Allier, l'Ouest de l'Ardèche et les contreforts du massif central sur prévision de dépassement de seuil pour aujourd'hui et demain.
Une vigilance jaune est activée sur le Cantal, la Haute-Loire, le Puy-de-Dome et la zone alpine de l'Ain sur prévision de dépassement de seuil pour aujourd'hui ou demain.
La vigilance jaune est levée sur les Vallées de la Maurienne-Tarentaise et de l'Arve.
Aucune amélioration franche n'est prévue dans les jours à venir car les conditions météorologiques sont peu changeantes.","Vendredi 28 juin, les conditions caniculaires restent propices à de fortes teneurs en ozone et probablement jusqu'au début de semaine, avec un fort risque de dépassement du seuil d'information et de recommandations.
Par conséquent, une vigilance rouge est activée sur le bassin grenoblois, la bassin lyonnais nord Isère, l'Ouest de l'Ain, le bassin lémanique, la zone urbaine des Pays de Savoie, la zone des Côteaux et les zones alpines Isère et Haute Savoie.
Une vigilance orange est maintenue aujourd'hui sur la Vallée du Rhône, l'Est Drôme, le bassin stéphanois et la zone alpine Savoie sur prévision de dépassement de seuil sur cette journée et celle de demain.
Une vigilance orange est activée sur l'Allier, l'Ouest de l'Ardèche et les contreforts du massif central sur prévision de dépassement de seuil pour aujourd'hui et demain.
Une vigilance jaune est activée sur le Cantal, la Haute-Loire, le Puy-de-Dome et la zone alpine de l'Ain sur prévision de dépassement de seuil pour aujourd'hui ou demain.
La vigilance jaune est levée sur les Vallées de la Maurienne-Tarentaise et de l'Arve.
Aucune amélioration franche n'est prévue dans les jours à venir car les conditions météorologiques sont peu changeantes."
